id	c1	c2	c1_prob	c2_prob	group
disc195	1	1	0	0	2
disc196	2	1	1	0	2
disc197	2	1	1	0	1
disc198	2	1	1	0	2
disc199	2	1	1	0	1
disc200	1	1	0	0	2
disc201	2	1	1	0	1
disc202	1	2	0	0.6	1
disc203	1	2	0	1	1
disc204	1	2	0	0.6	1
disc205	2	1	1	0	2
disc206	2	1	1	0	2
disc207	2	2	1	1	2
disc208	1	2	0	0.6	1
disc209	1	1	0	0	1
disc210	2	1	1	0	2
disc211	1	2	0	1	2
disc212	1	2	0	1	1
disc213	2	1	0.8	0	2
disc214	1	1	0	0	2
disc215	1	2	0	1	1
disc216	2	1	1	0	2
disc217	1	1	0	0	2
disc218	1	2	0	1	2
disc219	1	1	0	0.4	1
disc220	1	1	0	0	2
disc221	1	2	0	0.8	1
disc222	2	1	1	0	2
disc223	2	1	1	0	1
disc224	1	2	0	0.8	2
disc225	2	2	0.8	1	2
disc226	1	1	0	0.2	2
disc227	2	1	1	0	2
disc228	2	1	1	0	2
disc229	1	2	0	1	2
disc230	1	2	0	1	1
disc231	1	2	0	1	2
disc232	1	1	0	0	1
disc233	2	1	1	0	2
disc234	1	2	0	1	2
disc235	2	1	1	0	2
disc236	1	2	0	1	1
disc237	2	1	1	0	2
disc238	1	2	0	0.8	2
disc239	1	2	0	0.8	2
disc240	1	1	0.4	0	2
disc241	1	2	0	1	2
disc242	1	2	0	1	2
disc243	1	2	0	1	2
disc244	2	2	0.8	0.8	2
disc245	1	1	0	0	2
disc246	1	2	0	1	2
disc247	2	1	1	0	2
disc248	1	2	0	1	2
disc249	1	2	0	0.6	1
disc250	1	1	0	0	1
disc251	1	2	0	1	2
disc252	2	1	1	0	1
disc253	2	1	1	0	2
disc254	2	1	0.8	0	1
disc255	2	1	1	0	2
disc256	2	1	1	0	2
disc257	1	2	0	0.8	2
disc258	1	1	0	0.2	2
disc259	1	2	0	0.8	2
disc260	1	2	0	1	2
disc261	2	1	1	0	2
disc262	1	2	0	0.6	1
disc263	1	1	0	0	2
disc264	1	2	0	1	2
disc265	1	2	0	1	2
disc266	1	2	0	1	2
disc267	2	1	1	0	1
disc268	1	2	0	1	2
disc269	1	1	0	0	1
disc270	1	1	0	0	2
disc271	1	2	0	1	2
disc272	1	2	0	0.8	2
disc273	2	1	1	0	1
disc274	2	1	1	0	1
disc275	1	1	0	0.2	2
disc276	2	1	1	0	2
disc277	1	1	0	0	1
disc278	1	2	0	1	2
disc279	2	1	0.8	0	2
disc280	1	1	0	0	2
disc281	1	1	0	0.2	1
disc282	2	1	1	0	2
disc283	1	1	0	0	2
disc284	2	1	1	0	2
disc285	1	2	0	1	2
disc286	2	1	1	0	2
disc287	1	2	0	0.6	2
disc288	1	2	0	0.8	2
disc289	1	1	0	0	2
disc290	1	1	0	0.4	1
disc291	1	1	0	0	2
disc292	2	1	0.8	0	1
disc293	1	2	0	1	1
disc294	2	1	0.6	0	2
disc295	1	1	0	0	2
disc296	1	2	0	1	1
disc297	1	2	0	1	1
disc298	1	2	0	1	2
disc299	1	1	0	0.2	2
disc300	1	2	0	1	2
disc301	1	2	0	1	2
disc302	1	1	0	0	2
disc303	1	2	0	1	2
disc304	2	2	0.8	1	2
disc305	1	2	0	1	2
disc306	1	2	0	1	2
disc307	1	1	0	0	2
disc308	1	2	0	1	2
disc309	1	2	0	0.8	1
disc310	2	1	1	0	1
disc311	1	2	0	1	1
disc312	1	2	0	1	1
disc313	2	1	1	0	2
disc314	1	2	0	1	2
disc315	1	2	0	1	2
disc316	1	2	0	1	2
disc317	1	2	0	1	1
disc318	1	2	0	1	2
disc319	1	1	0	0	1
disc320	2	1	1	0	2
disc321	1	2	0	1	2
disc322	1	2	0.4	1	2
disc323	2	1	1	0	2
disc324	1	2	0	1	2
disc325	1	2	0	1	2
disc326	1	2	0	1	2
disc327	1	2	0	0.8	2
disc328	2	1	1	0	1
disc329	1	2	0	1	2
disc330	1	1	0.2	0	2
disc331	2	1	1	0	2
disc332	1	2	0	1	2
disc333	2	1	1	0	1
disc334	2	1	1	0	2
disc335	1	2	0	1	2
disc336	1	1	0	0.4	2
disc337	1	2	0	1	2
disc338	2	1	1	0	1
disc339	1	2	0	0.8	2
disc340	2	1	1	0.2	2
disc341	1	1	0	0	1
disc342	2	1	1	0	2
disc343	1	1	0	0	2
disc344	2	1	0.6	0	2
disc345	2	1	1	0	2
disc346	1	1	0	0	2
disc347	1	1	0	0.4	2
disc348	1	2	0	1	2
disc349	2	1	1	0	1
disc350	2	1	1	0	2
disc351	2	1	1	0	2
disc352	2	1	1	0	2
disc353	2	1	1	0	2
disc354	2	1	1	0	2
disc355	2	1	1	0	2
disc356	2	1	1	0	2
disc357	2	1	1	0	2
disc358	1	2	0.2	0.8	2
disc359	1	2	0.2	1	2
disc360	2	1	1	0	2
disc361	2	1	1	0	2
disc362	1	2	0	1	2
disc363	2	1	1	0	2
disc364	2	1	1	0	2
disc365	1	2	0	0.8	1
disc366	1	2	0	1	1
disc367	1	1	0	0	2
disc368	2	1	1	0	2
disc369	1	2	0	1	1
disc370	1	2	0	1	1
disc371	2	1	1	0	2
disc372	1	1	0	0.4	2
disc373	2	1	1	0	2
disc374	2	1	1	0	2
disc375	1	1	0	0	2
disc376	2	1	1	0	2
disc377	2	1	1	0	2
disc378	2	1	1	0	2
disc379	2	1	0.6	0	1
disc380	2	1	1	0	2
disc381	1	2	0	1	1
disc382	1	2	0	1	2
disc383	1	2	0	0.8	2
disc384	2	1	1	0	2
disc385	2	1	1	0	2
disc386	1	1	0	0.2	1
disc387	1	1	0	0.4	2
disc388	1	2	0	1	2
disc389	1	2	0	1	2
disc390	2	1	1	0	2
disc391	1	1	0	0.2	1
disc392	2	1	1	0	1
disc393	1	2	0	1	2
disc394	2	1	1	0	2
disc395	1	2	0	1	2
disc396	2	1	1	0	2
disc397	2	1	1	0	2
disc398	1	1	0	0.2	2
disc399	1	2	0	1	2
disc400	1	2	0	0.8	2
disc401	2	1	1	0	2
disc402	2	1	1	0	1
disc403	2	1	1	0	2
disc404	1	2	0	1	1
disc405	2	1	1	0	1
disc406	1	2	0	1	2
disc407	1	2	0	1	1
disc408	1	2	0	1	2
disc409	1	2	0	0.8	2
disc410	1	2	0	0.8	2
disc411	1	2	0	1	2
disc412	1	2	0	0.6	1
disc413	1	1	0.2	0.2	2
disc414	1	2	0	0.6	1
disc415	1	1	0	0	2
disc416	1	1	0	0.4	2
disc417	2	1	1	0	2
disc418	2	1	1	0	2
disc419	2	1	1	0	2
disc420	1	1	0	0	2
disc421	2	1	0.8	0	2
disc422	2	1	1	0	2
disc423	1	2	0	0.6	2
disc424	1	2	0	1	2
disc425	2	1	1	0	2
disc426	2	1	1	0	1
disc427	1	2	0	0.8	2
disc428	1	1	0	0	2
disc429	2	1	1	0	2
disc430	2	1	1	0	2
disc431	1	1	0	0.2	1
disc432	1	2	0	1	2
disc433	2	1	0.8	0	2
disc434	1	2	0	0.8	2
disc435	1	2	0	0.8	2
disc436	2	1	1	0	2
disc437	1	1	0	0	1
disc438	1	2	0	1	2
disc439	2	1	1	0	2
disc440	2	1	1	0	2
disc441	2	1	1	0	2
disc442	2	1	1	0	2
disc443	2	1	1	0	2
disc444	1	2	0	1	2
disc445	1	2	0	1	2
disc446	1	2	0	0.8	2
disc447	1	1	0.2	0	2
disc448	1	2	0	1	2
disc449	1	2	0	1	2
disc450	1	2	0	1	2
disc451	2	1	1	0.2	2
disc452	2	1	1	0	2
disc453	1	1	0	0	2
disc454	2	1	0.8	0	1
disc455	2	1	1	0	2
disc456	1	2	0	0.8	1
disc457	2	1	1	0	2
disc458	1	2	0	0.8	1
disc459	1	2	0	1	2
disc460	1	1	0	0.2	2
disc461	2	1	1	0	2
disc462	1	1	0	0.4	2
disc463	1	1	0	0.2	2
disc464	2	1	1	0	2
disc465	2	1	1	0	2
disc466	1	2	0	1	1
disc467	1	2	0	1	1
disc468	1	2	0	1	2
disc469	2	1	1	0	1
disc470	1	2	0	1	2
disc471	2	1	1	0	2
disc472	1	1	0	0	2
disc473	1	2	0	1	2
disc474	1	2	0	1	2
disc475	1	2	0	1	2
disc476	1	1	0	0	1
disc477	1	1	0.4	0	2
disc478	2	1	1	0	2
disc479	1	1	0	0	2
disc480	1	1	0	0	1
disc481	1	1	0	0.2	2
disc482	1	1	0	0	2
disc483	1	2	0	1	2
disc484	1	2	0	1	2
disc485	1	1	0	0.2	2
disc486	2	2	0.8	1	2
disc487	1	2	0	1	2
disc488	1	2	0	0.6	2
disc489	2	1	1	0	2
disc490	1	1	0	0	1
disc491	1	2	0	1	1
disc492	1	1	0	0	2
disc493	2	1	1	0	2
disc494	1	2	0	0.8	2
disc495	2	1	1	0	2
disc496	2	1	1	0.2	1
disc497	1	1	0	0.4	2
disc498	2	1	0.8	0	2
disc499	2	1	0.8	0	2
disc500	1	1	0	0	2
disc501	1	1	0	0.4	1
disc502	2	1	1	0	2
disc503	1	2	0	1	2
disc504	1	2	0	1	2
disc505	1	1	0	0.4	2
disc506	2	1	1	0	1
disc507	1	1	0.2	0	2
disc508	2	1	1	0	2
disc509	1	2	0	1	2
disc510	1	2	0	1	2
disc511	1	2	0	1	2
disc512	2	1	1	0	2
disc513	1	1	0	0.2	2
disc514	2	1	1	0	2
disc515	1	1	0	0.2	2
disc516	1	2	0	1	2
disc517	1	1	0	0	1
disc518	2	1	1	0	2
disc519	2	1	1	0	2
disc520	1	2	0	0.8	2
disc521	2	1	1	0	2
disc522	1	2	0	1	1
disc523	1	2	0	0.8	1
disc524	1	2	0	1	2
disc525	1	2	0	0.8	2
disc526	1	1	0	0	2
disc527	2	1	1	0	2
disc528	2	1	1	0	2
disc529	1	1	0.2	0	2
disc530	1	2	0	1	2
disc531	2	1	1	0	2
disc532	1	1	0.2	0	1
disc533	1	2	0	1	2
disc534	1	2	0	1	2
disc535	1	2	0	1	2
disc536	1	2	0	1	1
disc537	2	1	1	0	1
disc538	1	2	0	1	2
disc539	1	2	0	1	2
disc540	1	2	0	1	2
disc541	1	1	0	0	2
disc542	2	1	1	0	2
disc543	1	2	0	0.8	2
disc544	2	1	1	0	2
disc545	1	1	0	0	2
disc546	1	2	0	1	2
disc547	2	1	1	0	2
disc548	1	1	0	0	2
disc549	2	1	1	0	2
disc550	2	1	1	0	2
disc551	1	1	0	0	2
disc552	2	1	1	0	2
disc553	1	1	0	0.2	2
disc554	1	1	0	0	1
disc555	1	1	0	0	1
disc556	2	1	1	0	2
disc557	2	1	1	0	2
disc558	1	1	0	0.2	1
disc559	1	2	0	1	2
disc560	2	2	0.6	1	2
disc561	2	1	1	0	2
disc562	2	1	1	0	1
disc563	1	2	0	1	2
disc564	2	1	1	0	2
disc565	2	1	1	0	2
disc566	2	1	1	0	2
disc567	2	1	1	0	2
disc568	1	2	0	1	2
disc569	2	1	1	0	2
disc570	1	2	0	1	2
disc571	2	1	1	0	2
disc572	2	1	1	0	2
disc573	1	2	0	1	2
disc574	1	2	0	1	2
disc575	1	1	0	0.4	2
disc576	2	1	0.8	0	2
disc577	1	1	0.4	0	1
disc578	1	2	0	0.8	2
disc579	2	1	1	0	1
disc580	1	2	0	1	2
disc581	1	1	0	0	2
disc582	1	2	0	1	2
disc583	2	1	1	0	2
disc584	1	1	0.4	0	2
disc585	1	2	0	1	1
disc586	2	1	1	0	1
